title,price,is_both_ways,travel_dates,miles,routing,travel_info,posting_date
"Air France - $553: Washington D.C. / Chicago / Boston - Athens, Greece. Roundtrip, including all Taxes",553,0,"/Sep 12 2016 - October/April, 2017 - early May, 2017",10278,DCA - JFK (New York) - ATH (Athens) - JFK - DCA,"<li>Valid for travel on the outbound until October or April, 2017 - early May, 2017. Availability is limited. Must purchase at least 1 day in advance of departure</li>",12 Sep 2016,Air France
"American / Delta / jetBlue / Virgin America - $276: New York - Los Angeles (and vice versa). Roundtrip, including all Taxes",276,1,"/Sep 12 2016 - mid December/January, 2017 - February, 2017",4936,LAX (Los Angeles) - JFK - LAX (Los Angeles)/JFK - LAX (Los Angeles) - JFK,"<li><strong>American:</strong> Valid for travel until mid December or January, 2017 - February, 2017. Must purchase at least 21 days in advance of departure</li>",12 Sep 2016,American / Delta / jetBlue / Virgin America
"Norwegian - $148: Fort Lauderdale - Guadeloupe (French Caribbean). Roundtrip, including all Taxes",148,0,"/January, 2017 - March, 2017",2752,FLL - PTP (Guadeloupe) - FLL,"<li>Valid for travel from January, 2017 - March, 2017. Availability is limited - just a few scattered dates</li>",12 Sep 2016,Norwegian
"[FARE GONE] Aeromexico - $349: Boston - Buenos Aires, Argentina. Roundtrip, including all Taxes",349,0,"/October - early December/January, 2017 - March, 2017",13780,BOS - MEX (Mexico City) - EZE (Buenos Aires) - MEX - BOS,"<li>Valid for travel from October - early December or January, 2017 - March, 2017. Availability is limited - just a few scattered dates per month. A 30 day maximum stay. Must purchase at least 7 days in advance of departure</li>",12 Sep 2016,Aeromexico
"American - $195: Los Angeles - Atlanta (and vice versa). Roundtrip, including all Taxes",195,1,/Sep 12 2016 - early December,4286,CLT (Charlotte) - ATL (Atlanta) - LAX - CLT (Charlotte)/LAX - ATL (Atlanta) - CLT (Charlotte) - LAX,<li>Valid for travel until early December. Availability is limited. Must purchase at least 7 days in advance of departure</li>,12 Sep 2016,American
"American - $176: Philadelphia - Austin, Texas (and vice versa). Roundtrip, including all Taxes",176,1,/Sep 12 2016 - early December,2968,AUS (Austin) - CLT (Charlotte) - PHL - DFW (Dallas) - AUS (Austin)/PHL - CLT (Charlotte) - AUS (Austin) - DFW (Dallas) - PHL,<li>Valid for travel until early December. Availability is extremely limited. Must purchase at least 7 days in advance of departure and by <strong>September 12th (TODAY)</strong></li>,12 Sep 2016,American
"American - $70: Dallas - Denver (and vice versa). Roundtrip, including all Taxes",70,1,/Sep 12 2016 - early November,1280,DEN (Denver) - DFW - DEN (Denver)/DFW - DEN (Denver) - DFW,"<li>Valid for travel until early November for Tuesday, Wednesday and Thursday departures and returns. Must purchase at least 7 days in advance of departure.</li>",12 Sep 2016,American
"Delta - $298: Phoenix - Anchorage, Alaska (and vice versa). Roundtrip, including all Taxes",298,1,"/September - early December/January, 2017 - early May, 2017",6335,ANC (Anchorage) - SEA (Seattle) - PHX - MSP (Minneapolis) - ANC (Anchorage)/PHX - SEA (Seattle) - ANC (Anchorage) - MSP (Minneapolis) - PHX,"<li>Valid for travel from September - early December or January, 2017 - early May, 2017. Must purchase at least 14 days in advance of departure</li>",12 Sep 2016,Delta
"Air Canada - $544: Miami - Istanbul, Turkey. Roundtrip, including all Taxes",544,0,"/November - early December/January, 2017 - early March, 2017",12692,MIA - YYZ (Toronto) - IST (Istanbul) - YYZ - MIA,"<li>Valid for travel on the outbound from November - early December or January, 2017 - early March, 2017. Availability is limited. Must purchase at least 21 days in advance of departure</li>",09 Sep 2016,Air Canada
"United - $389: Boston - Shannon, Ireland. Roundtrip, including all Taxes",389,0,"/Sep 09 2016 - early May, 2017",6514,BOS - EWR (Newark) - SNN (Shannon) - EWR - BOS,"<li>Valid for travel until early May, 2017. Availability is limited. Must purchase at least 7 days in advance of departure</li>",09 Sep 2016,United
"Delta - $508: Seattle - Shanghai, China. Roundtrip, including all Taxes",508,0,/late September - October,11434,SEA - PVG (Shanghai) - SEA,<li>Valid for travel on the outbound from late September - October. Limited availability. Must purchase at least 3 days in advance of departure</li>,09 Sep 2016,Delta
"Delta - $268: San Jose, California - Cancun, Mexico. Roundtrip, including all Taxes",268,0,/Sep 09 2016 - early November,4846,SJC - LAX (Los Angeles) - CUN (Cancun) - LAX - SJC,<li>Valid for travel until early November. Availability is limited. Must purchase at least 14 days in advance of departure</li>,09 Sep 2016,Delta
"Delta - $345: Portland - San Juan, Puerto Rico. Roundtrip, including all Taxes",345,0,/Sep 09 2016 - mid November,8096,PDX - JFK (New York) - SJU (San Juan) - JFK - PDX,<li>Valid for travel until mid November. Availability is limited. Must purchase at least 21 days in advance of departure</li>,09 Sep 2016,Delta
"United - $487: Washington D.C. - Oslo, Norway. Roundtrip, including all Taxes",487,0,/mid December,9021,IAD - AMS (Amsterdam) - OSL (Oslo) - BRU (Brussels) - IAD,<li>Valid for travel on the outbound in mid December. Must purchase at least 90 days in advance of departure</li>,10 Sep 2016,United
"Norwegian - $253: New York - Stockholm, Sweden. Roundtrip, including all Taxes",253,0,"/January, 2017 - February, 2017",7841,JFK - ARN (Stockholm) - JFK,"<li>Valid for travel from January, 2017 - February, 2017. November, December and March, 2017 for a little more. Availability is limited.</li>",10 Sep 2016,Norwegian
"Visit 2 Cities - Icelandair - $391: Chicago - Paris, France and Reykjavik, Iceland. Roundtrip, including all Taxes",391,0,"/January, 2017 - March, 2017",8652,ORD - KEF (Reykjavik) - CDG (Paris) - KEF - ORD,"<li>Valid for travel from January, 2017 - March, 2017. Free stopover in Reykjavik for up to 7 days. Must purchase at least 1day in advance of departure</li>",10 Sep 2016,Icelandair
"Delta - $246: Los Angeles - Anchorage, Alaska (and vice versa). Roundtrip, including all Taxes",246,1,/early December,4796,ANC (Anchorage) - SEA (Seattle) - LAX - SEA - ANC (Anchorage)/LAX - SEA (Seattle) - ANC (Anchorage) - SEA - LAX,<li>Valid for travel in early December. Availability is limited. Must purchase at least 14 days in advance of departure</li>,10 Sep 2016,Delta
"American - $86: Philadelphia - Minneapolis (and vice versa). Roundtrip, including all Taxes",86,1,/Sep 10 2016 - early November,1956,MSP (Minneapolis) - PHL - MSP (Minneapolis)/PHL - MSP (Minneapolis) - PHL,<li>Valid for travel until early November. Availability is limited. Must purchase at least 14 days in advance of departure</li>,10 Sep 2016,American
"Delta / United - $505: Seattle - Munich, Germany. Roundtrip, including all Taxes",505,0,/early December,13918,SEA - ATL (Atlanta) - MUC (Munich) - ATL - SEA,<li>Valid for travel on the outbound in early December. Must purchase at least 90 days in advance of departure</li>,10 Sep 2016,Delta / United
"American - $776: Miami / Phoenix - Singapore. Roundtrip, including all Taxes",776,0,"/September - early December/January, 2017 - April, 2017",21726,MIA - DFW (Dallas) - NRT (Tokyo) - SIN (Singapore) - NRT - DFW - MIA,"<li>Valid for travel on the outbound from September - early December or January, 2017 - April, 2017 for Monday through Thursday departures. A 7 day minimum stay is required. Must purchase at least 3 days in advance of departure</li>",10 Sep 2016,American
"United - $515: Boston - Munich, Germany. Roundtrip, including all Taxes",515,0,"/mid January, 2017 - March, 2017",10040,BOS - ORD (Chicago) - MUC (Munich) - IAD (Washington D,"<li>Valid for travel on the outbound from mid January, 2017 - March, 2017 with a 7 day minimum stay. Must purchase at least 90 days in advance of departure</li>",10 Sep 2016,United
"Delta - $912: Portland - Sydney, Australia. Roundtrip, including all Taxes",912,0,/Sep 10 2016 - October,16660,PDX - LAX (Los Angeles) - SYD (Sydney) - PDX,<li>Valid for travel on the outbound until October. Availability is extremely limited. Must purchase at least 7 days in advance of departure</li>,10 Sep 2016,Delta
"KLM Royal Dutch - $816: San Francisco - Accra, Ghana. Roundtrip, including all Taxes",816,0,"/November - early December/January, 2017 - March, 2017",17386,SFO - AMS (Amsterdam) - ACC (Accra) - AMS - SFO,"<li>Valid for travel on the outbound from November - early December or January, 2017 - March, 2017. Must purchase at least 7 days in advance of departure.</li>",10 Sep 2016,KLM Royal Dutch
"jetBlue - $226: Boston - Seattle (and vice versa). Roundtrip, including all Taxes",226,1,/Sep 07 2016 - early November,4974,SEA (Seattle) - BOS - SEA (Seattle)/BOS - SEA (Seattle) - BOS,<li>Valid for travel until early November. Availability is limited. Must purchase at least 14 days in advance of departure</li>,07 Sep 2016,jetBlue
"Air Canada - $496: Portland - Beijing, China. Roundtrip, including all Taxes",496,0,"/October - early December/January, 2017 - May, 2017",11044,PDX - YVR (Vancouver) - PEK (Beijing) - YVR - PDX,"<li>Valid for travel on the outbound from October - early December or January, 2017 - May, 2017 for Monday through Thursday departure and returns. Availability is limited. Must purchase at least 3 days in advance of departure</li>",07 Sep 2016,Air Canada
"American - $198: Los Angeles - Miami (and vice versa). Roundtrip, including all Taxes",198,1,/Sep 07 2016 - early December,4674,MIA (Miami) - LAX - MIA (Miami)/LAX - MIA (Miami) - LAX,<li>Valid for travel until early December. Availability is limited. Must purchase at least 7 days in advance of departure and by <strong>September 7th (TODAY)</strong></li>,07 Sep 2016,American
"American - $118: New York - Miami (and vice versa). Roundtrip, including all Taxes",118,1,/Sep 07 2016 - October,2174,MIA (Miami) - LGA - MIA (Miami)/LGA - MIA (Miami) - LGA,"<li>Valid for travel until October. Availability is extremely limited. Must purchase at least 7 days in advance of departure <strong><br>
</strong></li>",07 Sep 2016,American
"United - $226: Baltimore - Los Angeles (and vice versa). Roundtrip, including all Taxes",226,1,/October,4644,LAX (Los Angeles) - BWI - LAX (Los Angeles)/BWI - LAX (Los Angeles) - BWI,<li>Valid for travel in October. Must purchase at least 21 days in advance of departure</li>,08 Sep 2016,United
"American - $654: New York - Hong Kong. Roundtrip, including all Taxes",654,0,"/Sep 08 2016 - early December/late December - early May, 2017",19023,LGA - DFW (Dallas) - HKG (Hong Kong) - DFW - LGA,"<li>Valid for travel on the outbound until early December or late December - early May, 2017. A 5 day minimum stay is required. Must purchase at least 3 days in advance of departure.</li>",08 Sep 2016,American
"United - $451: Chicago - Brussels, Belgium. Roundtrip, including all Taxes",451,0,"/January, 2017 - March, 2017",8292,ORD - BRU (Brussels) - ORD,"<li>Valid for travel on the outbound from January, 2017 - March, 2017with a 7 day minimum stay. Must purchase at least 90 days in advance of departure</li>",08 Sep 2016,United
"WOW Air - $198: Miami - Reykjavik, Iceland. Roundtrip, including all Taxes",198,0,"/late April, 2017 - mid June, 2017/late August, 2017 - October, 2017",7327,MIA - KEF (Reykjavik) - MIA,"<li>Valid for travel from late April, 2017 - mid June, 2017 or late August, 2017 - October, 2017.</li>",08 Sep 2016,WOW Air
"Delta - $522: Los Angeles / San Francisco - Dublin, Ireland. Roundtrip, including all Taxes",522,0,"/Sep 08 2016 - early May, 2017",11274,LAX - JFK (New York) - DUB (Dublin) - JFK - LAX,"<li>Valid for travel on the outbound until early May, 2017. Availability is limited. Must purchase at least 10 days in advance of departure</li>",08 Sep 2016,Delta
"Delta - $620: Philadelphia / Dallas / Phoenix - Shanghai, China. Roundtrip, including all Taxes",620,0,"/September - early December/late January, 2017 - April, 2017",15138,PHL - DTW (Detroit) - PVG (Shanghai) - DTW - PHL,"<li>Valid for travel on the outbound from September - early December or late January, 2017 - April, 2017. Limited availability. Must purchase at least 3 days in advance of departure</li>",08 Sep 2016,Delta
"American - $76: Miami - New Orleans (and vice versa). Roundtrip, including all Taxes",76,1,/late September - early October,1348,MSY (New Orleans) - MIA - MSY (New Orleans)/MIA - MSY (New Orleans) - MIA,<li>Valid for travel from late September - early October. Must purchase at least 7 days in advance of departure</li>,08 Sep 2016,American
"jetBlue - $276: Boston - San Diego (and vice versa). Roundtrip, including all Taxes",276,1,/Sep 08 2016 - early November,5162,SAN (San Diego) - BOS - SAN (San Diego)/BOS - SAN (San Diego) - BOS,<li>Valid for travel until early November. Availability is extremely limited. Must purchase at least 14 days in advance of departure and by <strong>September 8th (TODAY)</strong></li>,08 Sep 2016,jetBlue
"American - $482: Seattle - Zurich, Switzerland. Roundtrip, including all Taxes",482,0,/mid December,12664,SEA - JFK (New York) - ZRH (Zurich) - JFK - SEA,<li>Valid for travel on the outbound in mid December. A 7 day minimum stay is required. Must purchase at least 90 days in advance of departure</li>,08 Sep 2016,American
"Delta - $426: Portland - Liberia, Costa Rica. Roundtrip, including all Taxes",426,0,/October - November,7420,PDX - SEA (Seattle) - LAX (Los Angeles) - LIR (Liberia) - LAX - SEA - PDX,<li>Valid for travel from October - November. Availability is extremely limited. Must purchase at least 14 days in advance of departure and</li>,08 Sep 2016,Delta
"Copa - $396: San Francisco - Cartagena, Colombia. Roundtrip, including all Taxes",396,0,"/January, 2017/November - February, 2017",7194,SFO - PTY (Panama City) - CTG (Cartagena) - PTY - SFO,"<li>Valid for travel from November - February, 2017. Availability is extremely limited in 2016. Best in January, 2017 and February, 2017. Must purchase at least 3 days in advance of departure</li>",08 Sep 2016,Copa
"United - $453: Washington D.C. - Amsterdam, Netherlands. Roundtrip, including all Taxes",453,0,/mid December,7708,IAD - AMS (Amsterdam) - IAD,<li>Valid for travel on the outbound in mid December Must purchase at least 90 days in advance of departure</li>,06 Sep 2016,United
